우선순위,구_y,단속장소,예측단속건수,최대예측단속건수,위험점수,위험등급,위험시간,추천대응
883,의창구,팔용동 32-4,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
884,의창구,사림동 165-4,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
885,의창구,팔용동 공영화물주차장 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
886,의창구,명서동 505-17,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
887,의창구,서상동 305-5,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
888,의창구,팔용동 161-5,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
889,의창구,팔용동 35-8,0.0,0.3,0.1,낮음,1시,일반 모니터링 및 계도
890,의창구,팔용동 514-15,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
891,의창구,북면 무동리 173,0.0,0.3,0.1,낮음,7시,일반 모니터링 및 계도
892,의창구,소계동 717-35,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
893,의창구,서상동 읍성로,0.0,0.1,0.1,낮음,14시,일반 모니터링 및 계도
894,의창구,도계동 346-1,0.0,0.3,0.1,낮음,19시,일반 모니터링 및 계도
895,의창구,중동 480-1,0.0,0.3,0.1,낮음,19시,일반 모니터링 및 계도
896,의창구,팔용동 20-23,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
897,의창구,팔용동 23-1,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
898,의창구,사림동 165-3,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
899,의창구,용동 349-4,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
900,의창구,도계동 308-9,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
901,의창구,도계동 400-3,0.0,0.3,0.1,낮음,14시,일반 모니터링 및 계도
902,의창구,도계동 408-1,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
903,의창구,명서동 200-6,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
904,의창구,소답동 산 11-3,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
905,의창구,중동 499-1,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
906,의창구,봉곡동 175-14,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
907,의창구,봉곡동 175-19,0.0,0.3,0.1,낮음,18시,일반 모니터링 및 계도
908,의창구,서상동 450-2,0.0,0.3,0.1,낮음,21시,일반 모니터링 및 계도
909,의창구,서상동 591-12,0.0,0.3,0.1,낮음,17시,일반 모니터링 및 계도
910,의창구,대산면 가술리 706-1,0.0,0.3,0.1,낮음,12시,일반 모니터링 및 계도
911,의창구,북동 268,0.0,0.1,0.1,낮음,17시,일반 모니터링 및 계도
912,의창구,사림동 114-1,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
913,의창구,팔용동 102-10,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
914,의창구,도계동 915-7,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
915,의창구,도계동 파도소리 주변,0.0,0.3,0.1,낮음,20시,일반 모니터링 및 계도
916,의창구,명서동 우곡로,0.0,0.3,0.1,낮음,13시,일반 모니터링 및 계도
917,의창구,동읍 용잠리 213-1,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
918,의창구,명서동 69-7,0.0,0.3,0.1,낮음,21시,일반 모니터링 및 계도
919,의창구,봉곡동 164-18,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
920,의창구,사림동 120,0.0,0.3,0.1,낮음,6시,일반 모니터링 및 계도
921,의창구,도계동 910-1,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
922,의창구,동정동 250,0.0,0.3,0.1,낮음,9시,일반 모니터링 및 계도
923,의창구,명서동 21-14,0.0,0.3,0.1,낮음,16시,일반 모니터링 및 계도
924,의창구,북면 화천농협주변,0.0,0.3,0.1,낮음,19시,일반 모니터링 및 계도
925,의창구,팔용동 190,0.0,0.3,0.1,낮음,11시,일반 모니터링 및 계도
926,의창구,팔용동 66,0.0,0.3,0.1,낮음,8시,일반 모니터링 및 계도
927,의창구,팔용동 금강기공 주변,0.0,0.3,0.1,낮음,10시,일반 모니터링 및 계도
928,의창구,도계동 태복산로,0.0,0.1,0.0,낮음,13시,일반 모니터링 및 계도
929,의창구,명서동 502-8,0.0,0.3,0.0,낮음,13시,일반 모니터링 및 계도
930,의창구,중동 다이소 주변,0.0,0.3,0.0,낮음,11시,일반 모니터링 및 계도
931,의창구,도계동 태복산로27번길,0.0,0.1,0.0,낮음,15시,일반 모니터링 및 계도
932,의창구,사림동 501-34,0.0,0.3,0.0,낮음,1시,일반 모니터링 및 계도
933,의창구,도계동 855-3,0.0,0.1,0.0,낮음,8시,일반 모니터링 및 계도
934,의창구,서상동 643-12,0.0,0.1,0.0,낮음,14시,일반 모니터링 및 계도
935,의창구,북면 STX칸1차 주변,0.0,0.1,0.0,낮음,17시,일반 모니터링 및 계도
936,의창구,명서동 502-7,0.0,0.1,0.0,낮음,14시,일반 모니터링 및 계도
937,의창구,봉곡동 33-7,0.0,0.1,0.0,낮음,15시,일반 모니터링 및 계도
938,의창구,대산면 제동리 488-25,0.0,0.0,0.0,낮음,11시,일반 모니터링 및 계도
939,의창구,대산면 제동리 826-2,0.0,0.0,0.0,낮음,12시,일반 모니터링 및 계도
940,의창구,도계동 316-1,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
941,의창구,도계동 360-24,0.0,0.0,0.0,낮음,8시,일반 모니터링 및 계도
942,의창구,도계동 360-28,0.0,0.0,0.0,낮음,16시,일반 모니터링 및 계도
943,의창구,도계동 366-10,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
944,의창구,도계동 366-9,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
945,의창구,도계동 367-12,0.0,0.0,0.0,낮음,6시,일반 모니터링 및 계도
946,의창구,도계동 378-9,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
947,의창구,도계동 389,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
948,의창구,도계동 401-3,0.0,0.0,0.0,낮음,21시,일반 모니터링 및 계도
949,의창구,도계동 407-8,0.0,0.0,0.0,낮음,8시,일반 모니터링 및 계도
950,의창구,도계동 408-4,0.0,0.0,0.0,낮음,16시,일반 모니터링 및 계도
951,의창구,도계동 426-1,0.0,0.0,0.0,낮음,9시,일반 모니터링 및 계도
952,의창구,도계동 530-2,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
953,의창구,도계동 89-4,0.0,0.0,0.0,낮음,8시,일반 모니터링 및 계도
954,의창구,도계동 912,0.0,0.0,0.0,낮음,17시,일반 모니터링 및 계도
955,의창구,도계동 도계부부시장,0.0,0.0,0.0,낮음,20시,일반 모니터링 및 계도
956,의창구,도계동 동창원농협 도계점,0.0,0.0,0.0,낮음,15시,일반 모니터링 및 계도
957,의창구,도계동 또봉이 통닭,0.0,0.0,0.0,낮음,14시,일반 모니터링 및 계도
958,의창구,도계동 아재갈비  주변,0.0,0.0,0.0,낮음,19시,일반 모니터링 및 계도
959,의창구,도계동 아제갈비 주변,0.0,0.0,0.0,낮음,19시,일반 모니터링 및 계도
960,의창구,도계동 진수성찬 한식뷔페,0.0,0.0,0.0,낮음,16시,일반 모니터링 및 계도
961,의창구,동읍 용잠2교 주변,0.0,0.0,0.0,낮음,20시,일반 모니터링 및 계도
962,의창구,동읍 용잠리 130-5,0.0,0.0,0.0,낮음,5시,일반 모니터링 및 계도
963,의창구,동읍 용잠리 366-1,0.0,0.0,0.0,낮음,11시,일반 모니터링 및 계도
964,의창구,동읍 용정리 18-28,0.0,0.0,0.0,낮음,19시,일반 모니터링 및 계도
965,의창구,명곡동 421-5,0.0,0.0,0.0,낮음,18시,일반 모니터링 및 계도
966,의창구,명서동 104-7,0.0,0.0,0.0,낮음,13시,일반 모니터링 및 계도
967,의창구,명서동 106-2,0.0,0.0,0.0,낮음,8시,일반 모니터링 및 계도
968,의창구,명서동 18-12,0.0,0.0,0.0,낮음,13시,일반 모니터링 및 계도
969,의창구,명서동 18-13,0.0,0.0,0.0,낮음,16시,일반 모니터링 및 계도
970,의창구,명서동 30,0.0,0.0,0.0,낮음,11시,일반 모니터링 및 계도
971,의창구,명서동 505-29,0.0,0.0,0.0,낮음,12시,일반 모니터링 및 계도
972,의창구,명서동 505-33,0.0,0.0,0.0,낮음,14시,일반 모니터링 및 계도
973,의창구,명서동 505-44,0.0,0.0,0.0,낮음,11시,일반 모니터링 및 계도
974,의창구,명서동 508,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
975,의창구,명서동 55-5,0.0,0.0,0.0,낮음,17시,일반 모니터링 및 계도
976,의창구,명서동 90-10,0.0,0.0,0.0,낮음,17시,일반 모니터링 및 계도
977,의창구,명서동 명서로107,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
978,의창구,명서동 명서시장,0.0,0.0,0.0,낮음,14시,일반 모니터링 및 계도
979,의창구,봉곡동 144-3,0.0,0.0,0.0,낮음,17시,일반 모니터링 및 계도
980,의창구,봉곡동 146-1,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
981,의창구,봉곡동 158-6,0.0,0.0,0.0,낮음,4시,일반 모니터링 및 계도
982,의창구,봉곡동 16-13,0.0,0.0,0.0,낮음,17시,일반 모니터링 및 계도
983,의창구,봉곡동 164-1,0.0,0.0,0.0,낮음,3시,일반 모니터링 및 계도
984,의창구,봉곡동 31-2,0.0,0.0,0.0,낮음,0시,일반 모니터링 및 계도
985,의창구,봉곡동 32-1,0.0,0.0,0.0,낮음,11시,일반 모니터링 및 계도
986,의창구,봉곡동 34-3,0.0,0.0,0.0,낮음,9시,일반 모니터링 및 계도
987,의창구,봉곡동 38-2,0.0,0.0,0.0,낮음,21시,일반 모니터링 및 계도
988,의창구,봉곡동 504-2,0.0,0.0,0.0,낮음,0시,일반 모니터링 및 계도
989,의창구,봉곡동 61-12,0.0,0.0,0.0,낮음,9시,일반 모니터링 및 계도
990,의창구,봉곡동 61-15,0.0,0.0,0.0,낮음,17시,일반 모니터링 및 계도
991,의창구,봉곡동 명서로129번길,0.0,0.0,0.0,낮음,14시,일반 모니터링 및 계도
992,의창구,봉곡동 상북초,0.0,0.0,0.0,낮음,14시,일반 모니터링 및 계도
993,의창구,봉림동 682,0.0,0.0,0.0,낮음,13시,일반 모니터링 및 계도
994,의창구,봉림동 709-1,0.0,0.0,0.0,낮음,12시,일반 모니터링 및 계도
995,의창구,봉림동 791-40,0.0,0.0,0.0,낮음,19시,일반 모니터링 및 계도
996,의창구,봉림동 LG 기숙사,0.0,0.0,0.0,낮음,14시,일반 모니터링 및 계도
997,의창구,북동 210-1,0.0,0.0,0.0,낮음,20시,일반 모니터링 및 계도
998,의창구,북동 260,0.0,0.0,0.0,낮음,13시,일반 모니터링 및 계도
999,의창구,북면 감계리 169-2,0.0,0.0,0.0,낮음,15시,일반 모니터링 및 계도
1000,의창구,북면 감계리 236-1,0.0,0.0,0.0,낮음,12시,일반 모니터링 및 계도
1001,의창구,북면 감계리 249-1,0.0,0.0,0.0,낮음,14시,일반 모니터링 및 계도
1002,의창구,북면 감계리 251-4,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1003,의창구,북면 감계리 731-1,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1004,의창구,북면 무동 우리마트 주변,0.0,0.0,0.0,낮음,17시,일반 모니터링 및 계도
1005,의창구,북면 북창원IC 주변,0.0,0.0,0.0,낮음,19시,일반 모니터링 및 계도
1006,의창구,북면 청년피자 주변,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1007,의창구,북면 화천농협 주변,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1008,의창구,사림동 1-12,0.0,0.0,0.0,낮음,9시,일반 모니터링 및 계도
1009,의창구,사림동 100-18,0.0,0.0,0.0,낮음,18시,일반 모니터링 및 계도
1010,의창구,사림동 100-9,0.0,0.0,0.0,낮음,20시,일반 모니터링 및 계도
1011,의창구,사림동 101-5,0.0,0.0,0.0,낮음,7시,일반 모니터링 및 계도
1012,의창구,사림동 102-1,0.0,0.0,0.0,낮음,8시,일반 모니터링 및 계도
1013,의창구,사림동 103-1,0.0,0.0,0.0,낮음,14시,일반 모니터링 및 계도
1014,의창구,사림동 103-3,0.0,0.0,0.0,낮음,0시,일반 모니터링 및 계도
1015,의창구,사림동 103-6,0.0,0.0,0.0,낮음,13시,일반 모니터링 및 계도
1016,의창구,사림동 165-14,0.0,0.0,0.0,낮음,15시,일반 모니터링 및 계도
1017,의창구,사림동 166-5,0.0,0.0,0.0,낮음,12시,일반 모니터링 및 계도
1018,의창구,사림동 501-14,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1019,의창구,사림동 502-2,0.0,0.0,0.0,낮음,17시,일반 모니터링 및 계도
1020,의창구,사림동 84-18,0.0,0.0,0.0,낮음,14시,일반 모니터링 및 계도
1021,의창구,사림동 gs25 창원대점,0.0,0.0,0.0,낮음,16시,일반 모니터링 및 계도
1022,의창구,서상동 16-16,0.0,0.0,0.0,낮음,20시,일반 모니터링 및 계도
1023,의창구,서상동 603-1,0.0,0.0,0.0,낮음,15시,일반 모니터링 및 계도
1024,의창구,서상동 651-11,0.0,0.0,0.0,낮음,6시,일반 모니터링 및 계도
1025,의창구,서상동 655-19,0.0,0.0,0.0,낮음,0시,일반 모니터링 및 계도
1026,의창구,서상동 666-1,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1027,의창구,서상동 673,0.0,0.0,0.0,낮음,4시,일반 모니터링 및 계도
1028,의창구,서상동 685-5,0.0,0.0,0.0,낮음,20시,일반 모니터링 및 계도
1029,의창구,서상동 691-6,0.0,0.0,0.0,낮음,5시,일반 모니터링 및 계도
1030,의창구,소계동 130-299,0.0,0.0,0.0,낮음,7시,일반 모니터링 및 계도
1031,의창구,소계동 722-1,0.0,0.0,0.0,낮음,0시,일반 모니터링 및 계도
1032,의창구,소계동 751,0.0,0.0,0.0,낮음,11시,일반 모니터링 및 계도
1033,의창구,소답동 106-4,0.0,0.0,0.0,낮음,13시,일반 모니터링 및 계도
1034,의창구,소답동 120-7,0.0,0.0,0.0,낮음,9시,일반 모니터링 및 계도
1035,의창구,소답동 121-4,0.0,0.0,0.0,낮음,13시,일반 모니터링 및 계도
1036,의창구,소답동 131-15,0.0,0.0,0.0,낮음,21시,일반 모니터링 및 계도
1037,의창구,소답동 132-17,0.0,0.0,0.0,낮음,19시,일반 모니터링 및 계도
1038,의창구,소답동 133-1,0.0,0.0,0.0,낮음,17시,일반 모니터링 및 계도
1039,의창구,소답동 143-15,0.0,0.0,0.0,낮음,19시,일반 모니터링 및 계도
1040,의창구,소답동 147-1,0.0,0.0,0.0,낮음,22시,일반 모니터링 및 계도
1041,의창구,소답동 산림조합 주변,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1042,의창구,소답동 안경이야기 주변,0.0,0.0,0.0,낮음,17시,일반 모니터링 및 계도
1043,의창구,소답동 창원견과류 주변,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1044,의창구,용동 337-1,0.0,0.0,0.0,낮음,19시,일반 모니터링 및 계도
1045,의창구,용동 352-3,0.0,0.0,0.0,낮음,11시,일반 모니터링 및 계도
1046,의창구,용동 산 32-9,0.0,0.0,0.0,낮음,18시,일반 모니터링 및 계도
1047,의창구,중동 738-2,0.0,0.0,0.0,낮음,0시,일반 모니터링 및 계도
1048,의창구,중동 739-33,0.0,0.0,0.0,낮음,7시,일반 모니터링 및 계도
1049,의창구,중동 742-2,0.0,0.0,0.0,낮음,9시,일반 모니터링 및 계도
1050,의창구,중동 769-7,0.0,0.0,0.0,낮음,8시,일반 모니터링 및 계도
1051,의창구,중동 772-1,0.0,0.0,0.0,낮음,19시,일반 모니터링 및 계도
1052,의창구,중동 776-5,0.0,0.0,0.0,낮음,14시,일반 모니터링 및 계도
1053,의창구,중동 776-6,0.0,0.0,0.0,낮음,12시,일반 모니터링 및 계도
1054,의창구,중동 782-1,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1055,의창구,중동 미디어센터 주변 주변,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1056,의창구,중동 송운상가 주변,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1057,의창구,중동 중동초등학교 주변,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1058,의창구,중동 한살림  주변,0.0,0.0,0.0,낮음,9시,일반 모니터링 및 계도
1059,의창구,팔용동 102-7,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1060,의창구,팔용동 149-4,0.0,0.0,0.0,낮음,8시,일반 모니터링 및 계도
1061,의창구,팔용동 156-4,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1062,의창구,팔용동 171-2,0.0,0.0,0.0,낮음,11시,일반 모니터링 및 계도
1063,의창구,팔용동 216,0.0,0.0,0.0,낮음,13시,일반 모니터링 및 계도
1064,의창구,팔용동 22-13,0.0,0.0,0.0,낮음,16시,일반 모니터링 및 계도
1065,의창구,팔용동 24-20,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1066,의창구,팔용동 24-23,0.0,0.0,0.0,낮음,12시,일반 모니터링 및 계도
1067,의창구,팔용동 32-1,0.0,0.0,0.0,낮음,11시,일반 모니터링 및 계도
1068,의창구,팔용동 41-27,0.0,0.0,0.0,낮음,9시,일반 모니터링 및 계도
1069,의창구,팔용동 503-2,0.0,0.0,0.0,낮음,7시,일반 모니터링 및 계도
1070,의창구,팔용동 514-4,0.0,0.0,0.0,낮음,8시,일반 모니터링 및 계도
1071,의창구,팔용동 522-3,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1072,의창구,팔용동 523-2,0.0,0.0,0.0,낮음,18시,일반 모니터링 및 계도
1073,의창구,팔용동 524,0.0,0.0,0.0,낮음,11시,일반 모니터링 및 계도
1074,의창구,팔용동 526-3,0.0,0.0,0.0,낮음,8시,일반 모니터링 및 계도
1075,의창구,팔용동 59-3,0.0,0.0,0.0,낮음,12시,일반 모니터링 및 계도
1076,의창구,팔용동 64-2,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1077,의창구,팔용동 77-8,0.0,0.0,0.0,낮음,17시,일반 모니터링 및 계도
1078,의창구,팔용동 99-8,0.0,0.0,0.0,낮음,5시,일반 모니터링 및 계도
1079,의창구,팔용동 건일상사주변,0.0,0.0,0.0,낮음,13시,일반 모니터링 및 계도
1080,의창구,팔용동 굿모닝내과 주변,0.0,0.0,0.0,낮음,16시,일반 모니터링 및 계도
1081,의창구,팔용동 극동상가 주변,0.0,0.0,0.0,낮음,14시,일반 모니터링 및 계도
1082,의창구,팔용동 대봉로26번길,0.0,0.0,0.0,낮음,7시,일반 모니터링 및 계도
1083,의창구,팔용동 동영빌딩 주변,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1084,의창구,팔용동 드림타운주변,0.0,0.0,0.0,낮음,14시,일반 모니터링 및 계도
1085,의창구,팔용동 몽고간장 입구 주변,0.0,0.0,0.0,낮음,9시,일반 모니터링 및 계도
1086,의창구,팔용동 무역로503번길,0.0,0.0,0.0,낮음,13시,일반 모니터링 및 계도
1087,의창구,팔용동 숲속나라어르신집 주변,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1088,의창구,팔용동 코리아펀치 주변,0.0,0.0,0.0,낮음,10시,일반 모니터링 및 계도
1089,의창구,팔용동 한중엔지니어링 주변,0.0,0.0,0.0,낮음,15시,일반 모니터링 및 계도
